# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
93.17505557,-11.90727239,-5.95103436,-0.20305845,0.00461614,1.58237400,1.58237400
93.27513619,-11.80923734,-5.97119646,-0.20213963,0.01388059,1.58237400,1.58237400
93.37521681,-11.71117622,-5.99122202,-0.20028010,0.02328353,1.58237400,1.58237400
93.47529743,-11.61307137,-6.01101848,-0.19747917,0.03269049,1.58237400,1.58237400
93.57537804,-11.51490512,-6.03049331,-0.19373673,0.04207847,1.58237400,1.58237400
93.67545866,-11.41665980,-6.04955396,-0.18905669,0.04918599,1.58237400,1.58237400
93.77553928,-11.31831790,-6.06810866,-0.18389160,0.04751471,1.58237400,1.58237400
93.87561990,-11.21987874,-6.08615383,-0.17954608,0.03456881,1.58237400,1.58237400
93.97570052,-11.12137375,-6.10385415,-0.17697226,0.01638633,1.58237400,1.58237400
94.07578114,-11.02283798,-6.12139324,-0.17626618,-0.00227551,1.58237400,1.58237400
94.17586175,-10.92430648,-6.13895472,-0.17742773,-0.02093761,1.58237400,1.58237400
94.27594237,-10.82581431,-6.15672221,-0.18045707,-0.03956618,1.58237400,1.58237400
94.37602299,-10.72739652,-6.17487932,-0.18534735,-0.05471364,1.58237400,1.58237400
94.47610361,-10.62908789,-6.19360829,-0.19140862,-0.05680054,1.58237400,1.58237400
94.57618423,-10.53089758,-6.21295708,-0.19671662,-0.04241688,1.58237400,1.58237400
94.67626484,-10.43278817,-6.23272964,-0.19989884,-0.02052144,1.58237400,1.58237400
94.77634546,-10.33471730,-6.25270413,-0.20082421,0.00202825,1.58237400,1.58237400
94.87642608,-10.23664262,-6.27265865,-0.19949286,0.02457820,1.58237400,1.58237400
94.97650670,-10.13852178,-6.29237135,-0.19590461,0.04585496,1.58237400,1.58237400
95.07658732,-10.04031242,-6.31162036,-0.19031448,0.05779977,1.58237400,1.58237400
95.17666794,-9.94198177,-6.33023399,-0.18433534,0.05265834,1.58237400,1.58237400
95.27674855,-9.84354801,-6.34830747,-0.17977432,0.03624246,1.58237400,1.58237400
95.37682917,-9.74504618,-6.36602435,-0.17708100,0.01758029,1.58237400,1.58237400
95.47690979,-9.64651133,-6.38356826,-0.17625543,-0.00108162,1.58237400,1.58237400
95.57699041,-9.54797851,-6.40112281,-0.17729750,-0.01974365,1.58237400,1.58237400
95.67707103,-9.44948278,-6.41887162,-0.18020734,-0.03748621,1.58237400,1.58237400
95.77715165,-9.35105917,-6.43699831,-0.18480079,-0.04874866,1.58237400,1.58237400
95.87723226,-9.25273584,-6.45565025,-0.18996493,-0.04835428,1.58237400,1.58237400
95.97731288,-9.15450605,-6.47479223,-0.19447944,-0.04040523,1.58237400,1.58237400
96.07739350,-9.05635215,-6.49433174,-0.19805250,-0.03099809,1.58237400,1.58237400
96.17747412,-8.95825647,-6.51417625,-0.20068405,-0.02159127,1.58237400,1.58237400
96.27755474,-8.86020134,-6.53423319,-0.20237423,-0.01219501,1.58237400,1.58237400
96.37763535,-8.76216910,-6.55441004,-0.20312502,-0.00298809,1.58237400,1.58237400
96.47771597,-8.66414216,-6.57461463,-0.20297233,0.00572281,1.58237400,1.58237400
96.57779659,-8.56610419,-6.59476145,-0.20197954,0.01396551,1.58237400,1.58237400
96.67787721,-8.46803997,-6.61477081,-0.20017698,0.02205225,1.58237400,1.58237400
96.77795783,-8.36993434,-6.63456320,-0.19756553,0.03013504,1.58237400,1.58237400
96.87803845,-8.27177211,-6.65405908,-0.19414511,0.03821219,1.58237400,1.58237400
96.97811906,-8.17353811,-6.67317896,-0.18991693,0.04468589,1.58237400,1.58237400
97.07819968,-8.07521719,-6.69184356,-0.18520073,0.04428195,1.58237400,1.58237400
97.17828030,-7.97680619,-6.71003621,-0.18105340,0.03438757,1.58237400,1.58237400
97.27836092,-7.87832963,-6.72788541,-0.17831767,0.01976233,1.58237400,1.58237400
97.37844154,-7.77981594,-6.74554017,-0.17709775,0.00461693,1.58237400,1.58237400
97.47852216,-7.68129358,-6.76314949,-0.17739354,-0.01052807,1.58237400,1.58237400
97.57860277,-7.58279099,-6.78086241,-0.17920506,-0.02566570,1.58237400,1.58237400
97.67868339,-7.48433661,-6.79882793,-0.18253082,-0.03913135,1.58237400,1.58237400
97.77876401,-7.38595884,-6.81719475,-0.18703764,-0.04562151,1.58237400,1.58237400
97.87884463,-7.28767359,-6.83604634,-0.19166248,-0.04265831,1.58237400,1.58237400
97.97892525,-7.18946938,-6.85532242,-0.19557618,-0.03506484,1.58237400,1.58237400
98.07900586,-7.09133102,-6.87494348,-0.19868110,-0.02698375,1.58237400,1.58237400
98.17908648,-6.99324336,-6.89483003,-0.20097728,-0.01890345,1.58237400,1.58237400
98.27916710,-6.89519123,-6.91490258,-0.20246484,-0.01079161,1.58237400,1.58237400
98.37924772,-6.79715946,-6.93508164,-0.20313735,-0.00240138,1.58237400,1.58237400
98.47932834,-6.69913263,-6.95528642,-0.20294550,0.00653631,1.58237400,1.58237400
98.57940896,-6.60109371,-6.97542773,-0.20182903,0.01586252,1.58237400,1.58237400
98.67948957,-6.50302497,-6.99541297,-0.19977044,0.02527703,1.58237400,1.58237400
98.77957019,-6.40490872,-7.01514952,-0.19676955,0.03469285,1.58237400,1.58237400
98.87965081,-6.30672724,-7.03454474,-0.19282627,0.04398996,1.58237400,1.58237400
98.97973143,-6.20846283,-7.05350602,-0.18796447,0.04982790,1.58237400,1.58237400
99.07981205,-6.11009867,-7.07194542,-0.18285266,0.04559494,1.58237400,1.58237400
99.17989266,-6.01164220,-7.08990173,-0.17883813,0.03094415,1.58237400,1.58237400
99.27997328,-5.91312727,-7.10755183,-0.17665884,0.01243019,1.58237400,1.58237400
99.38005390,-5.81458908,-7.12507962,-0.17635008,-0.00625991,1.58237400,1.58237400
99.48013452,-5.71606281,-7.14266896,-0.17791183,-0.02495081,1.58237400,1.58237400
99.58021514,-5.61758367,-7.16050376,-0.18134427,-0.04344757,1.58237400,1.58237400
99.68029576,-5.51918685,-7.17876788,-0.18660835,-0.05669626,1.58237400,1.58237400
99.78037637,-5.42090606,-7.19763748,-0.19269266,-0.05498135,1.58237400,1.58237400
99.88045699,-5.32273830,-7.21709765,-0.19761348,-0.03806780,1.58237400,1.58237400
99.98053761,-5.22464242,-7.23693469,-0.20031236,-0.01563202,1.58237400,1.58237400
100.08061823,-5.12657546,-7.25692562,-0.20074241,0.00703748,1.58237400,1.58237400
100.18069885,-5.02849448,-7.27684747,-0.19890373,0.02970451,1.58237400,1.58237400
100.28077947,-4.93035652,-7.29647727,-0.19479672,0.04996034,1.58237400,1.58237400
100.38086008,-4.83211866,-7.31559215,-0.18890361,0.05857604,1.58237400,1.58237400
100.48094070,-4.73375643,-7.33406389,-0.18307207,0.04993752,1.58237400,1.58237400
100.58102132,-4.63529765,-7.35203259,-0.17890805,0.03207683,1.58237400,1.58237400
100.68110194,-4.53677936,-7.36968555,-0.17665153,0.01301847,1.58237400,1.58237400
100.78118256,-4.43823859,-7.38721005,-0.17630226,-0.00603916,1.58237400,1.58237400
100.88126317,-4.33971237,-7.40479341,-0.17786033,-0.02509653,1.58237400,1.58237400
100.98134379,-4.24123773,-7.42262290,-0.18132561,-0.04233390,1.58237400,1.58237400
101.08142441,-4.14285168,-7.44088572,-0.18633394,-0.05103607,1.58237400,1.58237400
101.18150503,-4.04457601,-7.45969774,-0.19154105,-0.04730615,1.58237400,1.58237400
101.28158565,-3.94639158,-7.47898294,-0.19580280,-0.03704156,1.58237400,1.58237400
101.38166627,-3.84827241,-7.49863339,-0.19895534,-0.02595770,1.58237400,1.58237400
101.48174688,-3.75019256,-7.51854112,-0.20099852,-0.01487414,1.58237400,1.58237400
101.58182750,-3.65212604,-7.53859817,-0.20193256,-0.00396811,1.58237400,1.58237400
101.68190812,-3.55404690,-7.55869660,-0.20179278,0.00514668,1.58237400,1.58237400
101.78198874,-3.45593233,-7.57873493,-0.20090240,0.01049957,1.58237400,1.58237400
101.88206936,-3.35778551,-7.59866517,-0.19969118,0.01299434,1.58237400,1.58237400
101.98214998,-3.25962248,-7.61846579,-0.19830143,0.01477775,1.58237400,1.58237400
102.08223059,-3.16145938,-7.63811540,-0.19673324,0.01656654,1.58237400,1.58237400
102.18231121,-3.06331231,-7.65759262,-0.19498546,0.01841358,1.58237400,1.58237400
102.28239183,-2.96519742,-7.67687609,-0.19304756,0.02217887,1.58237400,1.58237400
102.38247245,-2.86712971,-7.69594278,-0.19054611,0.03199980,1.58237400,1.58237400
102.48255307,-2.76907988,-7.71470446,-0.18664244,0.04852583,1.58237400,1.58237400
102.58263368,-2.67096060,-7.73298742,-0.18083311,0.06767309,1.58237400,1.58237400
102.68271430,-2.57268059,-7.75061221,-0.17309691,0.08683319,1.58237400,1.58237400
102.78279492,-2.47414859,-7.76739935,-0.16345248,0.10576483,1.58237400,1.58237400
102.88287554,-2.37527334,-7.78316937,-0.15192689,0.12437997,1.58237400,1.58237400
102.98295616,-2.27596358,-7.79774280,-0.13855643,0.14387958,1.58237400,1.58237400
103.08303678,-2.17612802,-7.81094018,-0.12312778,0.17520816,1.58237400,1.58237400
103.18311739,-2.07570871,-7.82252510,-0.10348655,0.23171377,1.58237400,1.58237400
103.28319801,-1.97489406,-7.83183985,-0.07674766,0.30823355,1.58237400,1.58237400
103.38327863,-1.87398313,-7.83803754,-0.04179014,0.39205298,1.58237400,1.58237400
103.48335925,-1.77327549,-7.84027042,0.00172615,0.47932435,1.58237400,1.58237400
103.58343987,-1.67307069,-7.83769073,0.05415202,0.56969214,1.58237400,1.58237400
103.68352049,-1.57366832,-7.82945071,0.11575643,0.65635120,1.58237400,1.58237400
103.78360110,-1.47536792,-7.81470260,0.18552808,0.70476006,1.58237400,1.58237400
103.88368172,-1.37841843,-7.79280495,0.25682208,0.68320951,1.58237400,1.58237400
103.98376234,-1.28281871,-7.76413502,0.32228014,0.61578960,1.58237400,1.58237400
104.08384296,-1.18849059,-7.72938389,0.38007928,0.54402731,1.58237400,1.58237400
104.18392358,-1.09535588,-7.68924274,0.43117332,0.50185068,1.58237400,1.58237400
104.28400419,-1.00349507,-7.64427820,0.48053034,0.51162260,1.58237400,1.58237400
104.38408481,-0.91366200,-7.59452843,0.53358033,0.55779167,1.58237400,1.58237400
104.48416543,-0.82678906,-7.53989149,0.59217861,0.61772022,1.58237400,1.58237400
104.58424605,-0.74380862,-7.48026542,0.65722398,0.68659922,1.58237400,1.58237400
104.68432667,-0.66565307,-7.41554827,0.72960915,0.76395656,1.58237400,1.58237400
104.78440729,-0.59325478,-7.34563808,0.81013847,0.84823560,1.58237400,1.58237400
104.88448790,-0.52754613,-7.27043290,0.89939304,0.92500906,1.58237400,1.58237400
104.98456852,-0.46945951,-7.18983077,0.99528943,0.93028385,1.58237400,1.58237400
105.08464914,-0.41952846,-7.10393565,1.08559981,0.81221596,1.58237400,1.58237400
105.18472976,-0.37660717,-7.01371850,1.15786358,0.62146267,1.58237400,1.58237400
105.28481038,-0.33910793,-6.92037844,1.20999254,0.42439222,1.58237400,1.58237400
105.38489100,-0.30544299,-6.82511458,1.24281045,0.25143295,1.58237400,1.58237400
105.48497161,-0.27402841,-6.72912333,1.26031967,0.15121140,1.58237400,1.58237400
105.58505223,-0.24386137,-6.63318371,1.27307711,0.14310574,1.58237400,1.58237400
105.68513285,-0.21514213,-6.53721070,1.28896390,0.17866415,1.58237400,1.58237400
105.78521347,-0.18822014,-6.44101215,1.30883874,0.21739745,1.58237400,1.58237400
105.88529409,-0.16344486,-6.34439587,1.33247844,0.24389281,1.58237400,1.58237400
105.98537470,-0.14113262,-6.24718415,1.35765663,0.24305336,1.58237400,1.58237400
106.08545532,-0.12123365,-6.14935917,1.38112830,0.21978202,1.58237400,1.58237400
106.18553594,-0.10347052,-6.05100247,1.40164847,0.19026336,1.58237400,1.58237400
106.28561656,-0.08756238,-5.95219712,1.41921165,0.16081513,1.58237400,1.58237400
106.38569718,-0.07322836,-5.85302619,1.43383743,0.13157330,1.58237400,1.58237400
106.48577780,-0.06018762,-5.75357273,1.44554753,0.10254068,1.58237400,1.58237400
106.58585841,-0.04815930,-5.65391981,1.45436210,0.07381512,1.58237400,1.58237400
106.68593903,-0.03686255,-5.55415049,1.46032245,0.04893442,1.58237400,1.58237400
106.78601965,-0.02602152,-5.45434639,1.46415687,0.03495159,1.58237400,1.58237400
106.88610027,-0.01549625,-5.35455040,1.46731840,0.03220257,1.58237400,1.58237400
106.98618089,-0.00529502,-5.25476307,1.47060258,0.03362008,1.58237400,1.58237400
107.08626151,0.00456635,-5.15498285,1.47404784,0.03523026,1.58237400,1.58237400
107.18634212,0.01407208,-5.05520815,1.47765431,0.03684145,1.58237400,1.58237400
107.28642274,0.02320635,-4.95543742,1.48142207,0.03845338,1.58237400,1.58237400
107.38650336,0.03195337,-4.85566909,1.48535119,0.04006578,1.58237400,1.58237400
107.48658398,0.04029733,-4.75590157,1.48944169,0.04167832,1.58237400,1.58237400
107.58666460,0.04822244,-4.65613331,1.49369357,0.04329066,1.58237400,1.58237400
107.68674521,0.05571289,-4.55636274,1.49810680,0.04490243,1.58237400,1.58237400
107.78682583,0.06275287,-4.45658828,1.50268130,0.04651320,1.58237400,1.58237400
107.88690645,0.06932660,-4.35680837,1.50741694,0.04812253,1.58237400,1.58237400
107.98698707,0.07541826,-4.25702143,1.51231356,0.04972994,1.58237400,1.58237400
108.08706769,0.08101206,-4.15722590,1.51737095,0.05133491,1.58237400,1.58237400
108.18714831,0.08609219,-4.05742021,1.52258882,0.05293608,1.58237400,1.58237400
108.28722892,0.09064286,-3.95760279,1.52796670,0.05431552,1.58237400,1.58237400
108.38730954,0.09464828,-3.85777206,1.53346068,0.05474828,1.58237400,1.58237400
108.48739016,0.09810135,-3.75792699,1.53892518,0.05386994,1.58237400,1.58237400
108.58747078,0.10101524,-3.65806776,1.54424336,0.05233330,1.58237400,1.58237400
108.68755140,0.10340608,-3.55819472,1.54940028,0.05072067,1.58237400,1.58237400
108.78763201,0.10528996,-3.45830823,1.55439567,0.04910556,1.58237400,1.58237400
108.88771263,0.10668299,-3.35840865,1.55922931,0.04748845,1.58237400,1.58237400
108.98779325,0.10760129,-3.25849633,1.56390101,0.04586978,1.58237400,1.58237400
109.08787387,0.10806096,-3.15857163,1.56841066,0.04424996,1.58237400,1.58237400
109.18795449,0.10807809,-3.05863491,1.57275814,0.04262935,1.58237400,1.58237400
109.28803511,0.10766882,-2.95868652,1.57694340,0.04100828,1.58237400,1.58237400
109.38811572,0.10684923,-2.85872683,1.58096641,0.03938706,1.58237400,1.58237400
109.48819634,0.10563544,-2.75875618,1.58482716,0.03776595,1.58237400,1.58237400
109.58827696,0.10404355,-2.65877494,1.58852569,0.03614518,1.58237400,1.58237400
109.68835758,0.10208968,-2.55878346,1.59206203,0.03452497,1.58237400,1.58237400
109.78843820,0.09978992,-2.45878210,1.59543625,0.03290549,1.58237400,1.58237400
109.88851882,0.09716040,-2.35877122,1.59864843,0.03128689,1.58237400,1.58237400
109.98859943,0.09421720,-2.25875117,1.60169867,0.02966930,1.58237400,1.58237400
110.08868005,0.09097645,-2.15872232,1.60458707,0.02805281,1.58237400,1.58237400
110.18876067,0.08745424,-2.05868501,1.60731376,0.02643749,1.58237400,1.58237400
110.28884129,0.08366669,-1.95863960,1.60987884,0.02482341,1.58237400,1.58237400
110.38892191,0.07962990,-1.85858646,1.61228244,0.02321060,1.58237400,1.58237400
110.48900252,0.07535999,-1.75852593,1.61452470,0.02159907,1.58237400,1.58237400
110.58908314,0.07087305,-1.65845838,1.61660574,0.01998881,1.58237400,1.58237400
110.68916376,0.06618519,-1.55838416,1.61852568,0.01837982,1.58237400,1.58237400
110.78924438,0.06131253,-1.45830363,1.62028466,0.01677204,1.58237400,1.58237400
110.88932500,0.05627116,-1.35821715,1.62188280,0.01516543,1.58237400,1.58237400
110.98940562,0.05107721,-1.25812507,1.62332019,0.01355992,1.58237400,1.58237400
111.08948623,0.04574676,-1.15802775,1.62459697,0.01195545,1.58237400,1.58237400
111.18956685,0.04029594,-1.05792555,1.62571321,0.01035192,1.58237400,1.58237400
111.28964747,0.03474085,-0.95781882,1.62666902,0.00874924,1.58237400,1.58237400
111.38972809,0.02909759,-0.85770793,1.62746447,0.00714731,1.58237400,1.58237400
111.48980871,0.02338227,-0.75759322,1.62809963,0.00554603,1.58237400,1.58237400
111.58988933,0.01761101,-0.65747506,1.62857457,0.00394527,1.58237400,1.58237400
111.68996994,0.01179990,-0.55735380,1.62888932,0.00234491,1.58237400,1.58237400
111.79005056,0.00596505,-0.45722980,1.62904393,0.00074485,1.58237400,1.58237400
111.89013118,0.00012258,-0.35710341,1.62903841,-0.00085506,1.58237400,1.58237400
111.99021180,-0.00571141,-0.25697500,1.62887278,-0.00245492,1.58237400,1.58237400
112.09029242,-0.01152081,-0.15684491,1.62854703,-0.00405486,1.58237400,1.58237400
112.19037303,-0.01728952,-0.05671352,1.62806116,-0.00565501,1.58237400,1.58237400
112.29045365,-0.02300143,0.04341883,1.62741512,-0.00724336,1.58237400,1.58237400
112.39053427,-0.02864044,0.14355178,1.62661132,-0.00860327,1.58237400,1.58237400
112.49061489,-0.03419091,0.24368496,1.62569308,-0.00937184,1.58237400,1.58237400
112.59069551,-0.03964544,0.34381775,1.62473544,-0.00959014,1.58237400,1.58237400
112.69077613,-0.04500348,0.44394934,1.62377350,-0.00962793,1.58237400,1.58237400
112.79085674,-0.05026465,0.54407890,1.62280830,-0.00966075,1.58237400,1.58237400
112.89093736,-0.05542861,0.64420562,1.62183980,-0.00969381,1.58237400,1.58237400
112.99101798,-0.06049498,0.74432866,1.62086797,-0.00972710,1.58237400,1.58237400
113.09109860,-0.06546342,0.84444720,1.61989281,-0.00976063,1.58237400,1.58237400
113.19117922,-0.07033356,0.94456043,1.61891427,-0.00979439,1.58237400,1.58237400
113.29125984,-0.07510505,1.04466752,1.61793235,-0.00982839,1.58237400,1.58237400
113.39134045,-0.07977753,1.14476764,1.61694701,-0.00986263,1.58237400,1.58237400
113.49142107,-0.08435064,1.24485997,1.61595823,-0.00989711,1.58237400,1.58237400
113.59150169,-0.08882401,1.34494370,1.61496599,-0.00993184,1.58237400,1.58237400
113.69158231,-0.09319730,1.44501799,1.61397027,-0.00996680,1.58237400,1.58237400
113.79166293,-0.09747015,1.54508203,1.61297103,-0.01000202,1.58237400,1.58237400
113.89174354,-0.10164218,1.64513499,1.61196825,-0.01003748,1.58237400,1.58237400
113.99182416,-0.10571306,1.74517605,1.61096191,-0.01007319,1.58237400,1.58237400
114.09190478,-0.10968241,1.84520438,1.60995199,-0.01010915,1.58237400,1.58237400
114.19198540,-0.11354988,1.94521916,1.60893845,-0.01014536,1.58237400,1.58237400
114.29206602,-0.11731512,2.04521958,1.60792128,-0.01018182,1.58237400,1.58237400
114.39214664,-0.12097775,2.14520480,1.60690044,-0.01021854,1.58237400,1.58237400
114.49222725,-0.12453743,2.24517401,1.60587592,-0.01025552,1.58237400,1.58237400
114.59230787,-0.12799380,2.34512637,1.60484769,-0.01029275,1.58237400,1.58237400
114.69238849,-0.13134649,2.44506108,1.60381571,-0.01033025,1.58237400,1.58237400
114.79246911,-0.13459515,2.54497730,1.60277997,-0.01036800,1.58237400,1.58237400
114.89254973,-0.13773943,2.64487421,1.60174044,-0.01040602,1.58237400,1.58237400
114.99263035,-0.14077895,2.74475099,1.60069709,-0.01044430,1.58237400,1.58237400
115.09271096,-0.14371336,2.84460682,1.59964990,-0.01048285,1.58237400,1.58237400
115.19279158,-0.14654231,2.94444087,1.59859883,-0.01052166,1.58237400,1.58237400
115.29287220,-0.14926544,3.04425232,1.59754387,-0.01056075,1.58237400,1.58237400
115.39295282,-0.15188238,3.14404035,1.59648498,-0.01059715,1.58237400,1.58237400
115.49303344,-0.15439278,3.24380414,1.59542273,-0.01043236,1.58237400,1.58237400
115.59311405,-0.15679641,3.34354288,1.59439682,-0.00955946,1.58237400,1.58237400
115.69319467,-0.15910086,3.44325760,1.59350930,-0.00783356,1.58237400,1.58237400
115.79327529,-0.16132636,3.54295223,1.59282885,-0.00573501,1.58237400,1.58237400
115.89335591,-0.16349427,3.64263097,1.59236137,-0.00360628,1.58237400,1.58237400
115.99343653,-0.16562593,3.74229800,1.59210701,-0.00147623,1.58237400,1.58237400
116.09351715,-0.16774270,3.84195753,1.59206588,0.00065452,1.58237400,1.58237400
116.19359776,-0.16986593,3.94161374,1.59223802,0.00278539,1.58237400,1.58237400
116.29367838,-0.17201697,4.04127083,1.59262341,0.00491576,1.58237400,1.58237400
116.39375900,-0.17421718,4.14093300,1.59322197,0.00704506,1.58237400,1.58237400
116.49383962,-0.17648790,4.24060443,1.59403356,0.00917265,1.58237400,1.58237400
116.59392024,-0.17885050,4.34028933,1.59505798,0.01129794,1.58237400,1.58237400
116.69400085,-0.18132632,4.43999189,1.59629497,0.01342029,1.58237400,1.58237400
116.79408147,-0.18393672,4.53971629,1.59774420,0.01553906,1.58237400,1.58237400
116.89416209,-0.18670304,4.63946674,1.59940529,0.01765361,1.58237400,1.58237400
116.99424271,-0.18964665,4.73924743,1.60127777,0.01976324,1.58237400,1.58237400
117.09432333,-0.19278890,4.83906255,1.60336112,0.02186728,1.58237400,1.58237400
117.19440395,-0.19615113,4.93891630,1.60565475,0.02396500,1.58237400,1.58237400
117.29448456,-0.19975470,5.03881287,1.60815798,0.02605568,1.58237400,1.58237400
117.39456518,-0.20362096,5.13875645,1.61087009,0.02813853,1.58237400,1.58237400
117.49464580,-0.20777127,5.23875125,1.61379023,0.03021277,1.58237400,1.58237400
117.59472642,-0.21222698,5.33880145,1.61691751,0.03227758,1.58237400,1.58237400
117.69480704,-0.21700944,5.43891124,1.62025095,0.03433211,1.58237400,1.58237400
117.79488766,-0.22214000,5.53908483,1.62378947,0.03637547,1.58237400,1.58237400
117.89496827,-0.22764002,5.63932640,1.62753191,0.03840674,1.58237400,1.58237400
117.99504889,-0.23353085,5.73964015,1.63147701,0.04042498,1.58237400,1.58237400
118.09512951,-0.23983384,5.84003027,1.63562342,0.04242920,1.58237400,1.58237400
118.19521013,-0.24657035,5.94050096,1.63996969,0.04441838,1.58237400,1.58237400
118.29529075,-0.25376172,6.04105642,1.64451426,0.04639146,1.58237400,1.58237400
118.39537136,-0.26142931,6.14170082,1.64925546,0.04834736,1.58237400,1.58237400
118.49545198,-0.26959447,6.24243838,1.65419153,0.05145949,1.58237400,1.58237400
118.59553260,-0.27827856,6.34327329,1.65955566,0.06928185,1.58237400,1.58237400
118.69561322,-0.28754900,6.44419019,1.66805907,0.12063467,1.58237400,1.58237400
118.79569384,-0.29795805,6.54496814,1.68370204,0.20019954,1.58237400,1.58237400
118.89577446,-0.31034825,6.64526311,1.70813125,0.28924326,1.58237400,1.58237400
118.99585507,-0.32556604,6.74472938,1.74159733,0.38085044,1.58237400,1.58237400
119.09593569,-0.34445788,6.84302126,1.78436275,0.47483015,1.58237400,1.58237400
119.19601631,-0.36787022,6.93979303,1.83663992,0.56738409,1.58237400,1.58237400
119.29609693,-0.39664952,7.03469899,1.89793105,0.62636532,1.58237400,1.58237400
119.39617755,-0.43154312,7.12743793,1.96201398,0.60925008,1.58237400,1.58237400
119.49625817,-0.47231856,7.21814843,2.01987930,0.53008788,1.58237400,1.58237400
119.59633878,-0.51818449,7.30721995,2.06811702,0.43469164,1.58237400,1.58237400
119.69641940,-0.56834303,7.39504489,2.10688771,0.35927765,1.58237400,1.58237400
119.79650002,-0.62201842,7.48198660,2.14003048,0.33820265,1.58237400,1.58237400
119.89658064,-0.67889224,7.56780811,2.17458277,0.37139608,1.58237400,1.58237400
119.99666126,-0.73907651,7.65170736,2.21436958,0.42706279,1.58237400,1.58237400
120.09674187,-0.80270003,7.73286035,2.26006419,0.48918588,1.58237400,1.58237400
120.19682249,-0.86989155,7.81044306,2.31228563,0.55767667,1.58237400,1.58237400
120.29690311,-0.94077987,7.88363146,2.37168944,0.63259481,1.58237400,1.58237400
120.39698373,-1.01549375,7.95160155,2.43890659,0.71321286,1.58237400,1.58237400
120.49706435,-1.09416197,8.01352930,2.51444701,0.79763276,1.58237400,1.58237400
120.59714497,-1.17691330,8.06859070,2.59856175,0.87377419,1.58237400,1.58237400
120.69722558,-1.26387653,8.11596173,2.68934273,0.86617744,1.58237400,1.58237400
120.79730620,-1.35504646,8.15513367,2.77193690,0.69388090,1.58237400,1.58237400
120.89738682,-1.44945372,8.18786681,2.82823079,0.40776061,1.58237400,1.58237400
120.99746744,-1.54570682,8.21691494,2.85355477,0.11130580,1.58237400,1.58237400
121.09754806,-1.64241245,8.24503608,2.85050990,-0.10226895,1.58237400,1.58237400
121.19762868,-1.73835967,8.27463226,2.83308449,-0.16323476,1.58237400,1.58237400
121.29770929,-1.83345765,8.30591901,2.81783663,-0.11812261,1.58237400,1.58237400
121.39778991,-1.92804060,8.33828218,2.80944092,-0.05060331,1.58237400,1.58237400
121.49787053,-2.02244353,8.37110606,2.80770781,0.00824892,1.58237400,1.58237400
121.59795115,-2.11696618,8.40381505,2.81109203,0.05071854,1.58237400,1.58237400
121.69803177,-2.21172268,8.43604477,2.81785969,0.08241248,1.58237400,1.58237400
121.79811238,-2.30676630,8.46750010,2.82758782,0.10992122,1.58237400,1.58237400
121.89819300,-2.40215028,8.49788594,2.83986166,0.12370672,1.58237400,1.58237400
121.99827362,-2.49790901,8.52699019,2.85234911,0.11355496,1.58237400,1.58237400
122.09835424,-2.59399174,8.55497588,2.86259096,0.08839681,1.58237400,1.58237400
122.19843486,-2.69032367,8.58211195,2.87004272,0.06045291,1.58237400,1.58237400
122.29851548,-2.78683001,8.60866735,2.87469129,0.03011317,1.58237400,1.58237400
122.39859609,-2.88343508,8.63491343,2.87607021,-0.00767723,1.58237400,1.58237400
122.49867671,-2.98003212,8.66120742,2.87315461,-0.05363219,1.58237400,1.58237400
122.59875733,-3.07647533,8.68801442,2.86533513,-0.10283683,1.58237400,1.58237400
122.69883795,-3.17261641,8.71580636,2.85257066,-0.14799518,1.58237400,1.58237400
122.79891857,-3.26830707,8.74505520,2.83571223,-0.15906200,1.58237400,1.58237400
122.89899919,-3.36344978,8.77606986,2.82073261,-0.10526760,1.58237400,1.58237400
122.99907980,-3.45825129,8.80818206,2.81464174,-0.00698985,1.58237400,1.58237400
123.09916042,-3.55303120,8.84036101,2.81933352,0.09537472,1.58237400,1.58237400
123.19924104,-3.64810931,8.87157537,2.83373206,0.15911509,1.58237400,1.58237400
123.29932166,-3.74374116,8.90100110,2.85118219,0.15280891,1.58237400,1.58237400
123.39940228,-3.83985209,8.92887959,2.86431848,0.10079208,1.58237400,1.58237400
123.49948289,-3.93626171,8.95579349,2.87135686,0.04005054,1.58237400,1.58237400
123.59956351,-4.03278955,8.98232558,2.87233504,-0.01259865,1.58237400,1.58237400
123.69964413,-4.12925712,9.00905232,2.86883509,-0.03875816,1.58237400,1.58237400
123.79972475,-4.22557762,9.03625403,2.86457716,-0.03465546,1.58237400,1.58237400
123.89980537,-4.32179300,9.06379523,2.86189842,-0.01805904,1.58237400,1.58237400
123.99988599,-4.41795486,9.09150926,2.86096244,-0.00125465,1.58237400,1.58237400
124.09996660,-4.51411481,9.11922945,2.86164728,0.01015164,1.58237400,1.58237400
124.20004722,-4.61031721,9.14681251,2.86299441,0.01084113,1.58237400,1.58237400
124.30012784,-4.70655692,9.17427507,2.86381726,0.00384720,1.58237400,1.58237400
124.40020846,-4.80280805,9.20170075,2.86376447,-0.00488462,1.58237400,1.58237400
124.50028908,-4.89904466,9.22917342,2.86283955,-0.01137632,1.58237400,1.58237400
124.60036970,-4.99524108,9.25677601,2.86148737,-0.00948504,1.58237400,1.58237400
124.70045031,-5.09139767,9.28450728,2.86094101,0.00294242,1.58237400,1.58237400
