# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
31.02499165,-50.56950125,6.75979601,-2.34467111,0.15141206,1.58237400,1.58237400
31.12507227,-50.63907092,6.68751663,-2.32942673,0.15324962,1.58237400,1.58237400
31.22515289,-50.70750836,6.61419555,-2.31399648,0.15512518,1.58237400,1.58237400
31.32523351,-50.77478421,6.53983766,-2.29837668,0.15703612,1.58237400,1.58237400
31.42531412,-50.84086908,6.46444786,-2.28256393,0.15897961,1.58237400,1.58237400
31.52539474,-50.90573364,6.38803104,-2.26655512,0.16227367,1.58237400,1.58237400
31.62547536,-50.96934850,6.31059209,-2.25008303,0.17334113,1.58237400,1.58237400
31.72555598,-51.03163929,6.23210731,-2.23185895,0.19723125,1.58237400,1.58237400
31.82563660,-51.09235840,6.15244285,-2.21060498,0.22879861,1.58237400,1.58237400
31.92571722,-51.15121657,6.07143838,-2.18606234,0.26166820,1.58237400,1.58237400
32.02579783,-51.20792451,5.98893358,-2.15822915,0.29446900,1.58237400,1.58237400
32.12587845,-51.26219296,5.90476811,-2.12712106,0.32729442,1.58237400,1.58237400
32.22595907,-51.31372639,5.81879070,-2.09271750,0.36095831,1.58237400,1.58237400
32.32603969,-51.36214948,5.73096563,-2.05487120,0.39632888,1.58237400,1.58237400
32.42612031,-51.40703173,5.64133707,-2.01338782,0.43260297,1.58237400,1.58237400
32.52620092,-51.44794151,5.54995080,-1.96828085,0.44359403,1.58237400,1.58237400
32.62628154,-51.48448048,5.45686114,-1.92459749,0.37600573,1.58237400,1.58237400
32.72636216,-51.51722214,5.36237233,-1.89301908,0.22509963,1.58237400,1.58237400
32.82644278,-51.54784303,5.26707229,-1.87954127,0.04480365,1.58237400,1.58237400
32.92652340,-51.57807928,5.17156423,-1.88405113,-0.09069699,1.58237400,1.58237400
33.02660402,-51.60959616,5.07642915,-1.89769529,-0.09773143,1.58237400,1.58237400
33.12668463,-51.64244167,4.98174035,-1.90361317,0.02337834,1.58237400,1.58237400
33.22676525,-51.67505432,4.88706596,-1.89301585,0.18913250,1.58237400,1.58237400
33.32684587,-51.70580327,4.79195228,-1.86575617,0.32686767,1.58237400,1.58237400
33.42692649,-51.73311593,4.69596215,-1.82758962,0.38382945,1.58237400,1.58237400
33.52700711,-51.75648151,4.59895908,-1.78892840,0.36346993,1.58237400,1.58237400
33.62708772,-51.77631574,4.50106899,-1.75483703,0.31691191,1.58237400,1.58237400
33.72716834,-51.79306547,4.40242659,-1.72549492,0.26958480,1.58237400,1.58237400
33.82724896,-51.80717754,4.30316659,-1.70087660,0.22262717,1.58237400,1.58237400
33.92732958,-51.81909882,4.20342372,-1.68093359,0.17618751,1.58237400,1.58237400
34.02741020,-51.82927613,4.10333269,-1.66561069,0.13034419,1.58237400,1.58237400
34.12749082,-51.83815633,4.00302821,-1.65484373,0.08939905,1.58237400,1.58237400
34.22757143,-51.84618331,3.90264414,-1.64771646,0.06406111,1.58237400,1.58237400
34.32765205,-51.85362962,3.80226471,-1.64202118,0.05695252,1.58237400,1.58237400
34.42773267,-51.86050564,3.70189815,-1.63631678,0.05760531,1.58237400,1.58237400
34.52781329,-51.86679963,3.60154631,-1.63049083,0.05882093,1.58237400,1.58237400
34.62789391,-51.87249981,3.50121102,-1.62454311,0.06003880,1.58237400,1.58237400
34.72797453,-51.87759443,3.40089411,-1.61847339,0.06125860,1.58237400,1.58237400
34.82805514,-51.88207173,3.30059742,-1.61228151,0.06247997,1.58237400,1.58237400
34.92813576,-51.88591995,3.20032277,-1.60596733,0.06370254,1.58237400,1.58237400
35.02821638,-51.88912732,3.10007201,-1.59953073,0.06492589,1.58237400,1.58237400
35.12829700,-51.89168209,2.99984697,-1.59297168,0.06614961,1.58237400,1.58237400
35.22837762,-51.89357249,2.89964949,-1.58629015,0.06737321,1.58237400,1.58237400
35.32845823,-51.89478676,2.79948138,-1.57948617,0.06859620,1.58237400,1.58237400
35.42853885,-51.89531315,2.69934450,-1.57255984,0.06981807,1.58237400,1.58237400
35.52861947,-51.89513989,2.59924067,-1.56551130,0.07103824,1.58237400,1.58237400
35.62870009,-51.89425522,2.49917173,-1.55834074,0.07225613,1.58237400,1.58237400
35.72878071,-51.89264739,2.39913951,-1.55104843,0.07347112,1.58237400,1.58237400
35.82886133,-51.89030462,2.29914584,-1.54363467,0.07468256,1.58237400,1.58237400
35.92894194,-51.88721516,2.19919256,-1.53609987,0.07588977,1.58237400,1.58237400
36.02902256,-51.88336725,2.09928151,-1.52844448,0.07709204,1.58237400,1.58237400
36.12910318,-51.87874913,1.99941451,-1.52066904,0.07828861,1.58237400,1.58237400
36.22918380,-51.87334904,1.89959341,-1.51277414,0.07947872,1.58237400,1.58237400
36.32926442,-51.86715521,1.79982002,-1.50476048,0.08066157,1.58237400,1.58237400
36.42934504,-51.86015589,1.70009620,-1.49662882,0.08183632,1.58237400,1.58237400
36.52942565,-51.85233931,1.60042377,-1.48838002,0.08274584,1.58237400,1.58237400
36.62950627,-51.84369371,1.50080456,-1.48006631,0.08205555,1.58237400,1.58237400
36.72958689,-51.83421762,1.40124018,-1.47195568,0.07866439,1.58237400,1.58237400
36.82966751,-51.82395285,1.30173123,-1.46432075,0.07363112,1.58237400,1.58237400
36.92974813,-51.81295260,1.20227806,-1.45721758,0.06832251,1.58237400,1.58237400
37.02982874,-51.80127007,1.10288102,-1.45064523,0.06302385,1.58237400,1.58237400
37.12990936,-51.78895848,1.00354046,-1.44460265,0.05773581,1.58237400,1.58237400
37.22998998,-51.77607103,0.90425672,-1.43908876,0.05245853,1.58237400,1.58237400
37.33007060,-51.76266094,0.80503016,-1.43410249,0.04719166,1.58237400,1.58237400
37.43015122,-51.74878139,0.70586111,-1.42964282,0.04193443,1.58237400,1.58237400
37.53023184,-51.73448561,0.60674993,-1.42570884,0.03700053,1.58237400,1.58237400
37.63031245,-51.71982680,0.50769696,-1.42223675,0.03433925,1.58237400,1.58237400
37.73039307,-51.70484555,0.40870353,-1.41883545,0.03579934,1.58237400,1.58237400
37.83047369,-51.68951689,0.30977602,-1.41507111,0.03995785,1.58237400,1.58237400
37.93055431,-51.67379464,0.21092245,-1.41083744,0.04464800,1.58237400,1.58237400
38.03063493,-51.65763259,0.11215084,-1.40613431,0.04933884,1.58237400,1.58237400
38.13071555,-51.64098452,0.01346921,-1.40096172,0.05402897,1.58237400,1.58237400
38.23079616,-51.62380424,-0.08511442,-1.39531980,0.05869181,1.58237400,1.58237400
38.33087678,-51.60604555,-0.18359202,-1.38921389,0.06158307,1.58237400,1.58237400
38.43095740,-51.58766322,-0.28195576,-1.38299326,0.05822001,1.58237400,1.58237400
38.53103802,-51.56867976,-0.38020998,-1.37756050,0.04730251,1.58237400,1.58237400
38.63111864,-51.54922765,-0.47837888,-1.37352513,0.03308620,1.58237400,1.58237400
38.73119925,-51.52944945,-0.57648846,-1.37093793,0.01861798,1.58237400,1.58237400
38.83127987,-51.50948773,-0.67456470,-1.36979853,0.00415254,1.58237400,1.58237400
38.93136049,-51.48948506,-0.77263362,-1.37010675,-0.00946019,1.58237400,1.58237400
39.03144111,-51.46958400,-0.87072120,-1.37169210,-0.01737568,1.58237400,1.58237400
39.13152173,-51.44989353,-0.96884731,-1.37358469,-0.01528153,1.58237400,1.58237400
39.23160235,-51.43036518,-1.06700300,-1.37475087,-0.00685301,1.58237400,1.58237400
39.33168296,-51.41090440,-1.16517089,-1.37495639,0.00274603,1.58237400,1.58237400
39.43176358,-51.39141659,-1.26333361,-1.37420122,0.01234502,1.58237400,1.58237400
39.53184420,-51.37180721,-1.36147378,-1.37248540,0.02195552,1.58237400,1.58237400
39.63192482,-51.35198166,-1.45957403,-1.36980657,0.03179530,1.58237400,1.58237400
39.73200544,-51.33184495,-1.55761656,-1.36612121,0.04222723,1.58237400,1.58237400
39.83208606,-51.31129499,-1.65557699,-1.36135432,0.05321007,1.58237400,1.58237400
39.93216667,-51.29022395,-1.75342556,-1.35547062,0.06437805,1.58237400,1.58237400
40.03224729,-51.26852381,-1.85113234,-1.34846833,0.07555823,1.58237400,1.58237400
40.13232791,-51.24608658,-1.94866740,-1.34034679,0.08533592,1.58237400,1.58237400
40.23240853,-51.22280424,-2.04600083,-1.33138739,0.08257266,1.58237400,1.58237400
40.33248915,-51.19862347,-2.14311634,-1.32381895,0.05483865,1.58237400,1.58237400
40.43256976,-51.17386906,-2.24009198,-1.32041081,0.00914804,1.58237400,1.58237400
40.53265038,-51.14902554,-2.33704569,-1.32198786,-0.04068033,1.58237400,1.58237400
40.63273100,-51.12457799,-2.43409551,-1.32855344,-0.08905124,1.58237400,1.58237400
40.73281162,-51.10101152,-2.53135950,-1.33981247,-0.11758394,1.58237400,1.58237400
40.83289224,-51.07875382,-2.62894159,-1.35208919,-0.10012413,1.58237400,1.58237400
40.93297286,-51.05757600,-2.72678411,-1.35985344,-0.04413344,1.58237400,1.58237400
41.03305347,-51.03683073,-2.82472641,-1.36092299,0.02293409,1.58237400,1.58237400
41.13313409,-51.01586394,-2.92260617,-1.35526292,0.09021270,1.58237400,1.58237400
41.23321471,-50.99402152,-3.02026107,-1.34286590,0.15338537,1.58237400,1.58237400
41.33329533,-50.97064941,-3.11752879,-1.32456112,0.18653711,1.58237400,1.58237400
41.43337595,-50.94525578,-3.21428754,-1.30552841,0.16509624,1.58237400,1.58237400
41.53345657,-50.91819072,-3.31062574,-1.29151525,0.10796442,1.58237400,1.58237400
41.63353718,-50.89007655,-3.40669978,-1.28391811,0.04406182,1.58237400,1.58237400
41.73361780,-50.86153571,-3.50266611,-1.28269578,-0.01160030,1.58237400,1.58237400
41.83369842,-50.83318424,-3.59867955,-1.28624005,-0.04024410,1.58237400,1.58237400
41.93377904,-50.80533237,-3.69481833,-1.29075109,-0.03792249,1.58237400,1.58237400
42.03385966,-50.77785723,-3.79105218,-1.29383066,-0.02276923,1.58237400,1.58237400
42.13394027,-50.75060312,-3.88734261,-1.29530861,-0.00713231,1.58237400,1.58237400
42.23402089,-50.72341429,-3.98365112,-1.29525827,0.00522271,1.58237400,1.58237400
42.33410151,-50.69614941,-4.07994254,-1.29426323,0.01103822,1.58237400,1.58237400
42.43418213,-50.66876672,-4.17620468,-1.29304885,0.01214985,1.58237400,1.58237400
42.53426275,-50.64126651,-4.27243503,-1.29183130,0.01216421,1.58237400,1.58237400
42.63434337,-50.61364922,-4.36863115,-1.29061404,0.01081222,1.58237400,1.58237400
42.73442398,-50.58591582,-4.46479075,-1.28966711,0.00434921,1.58237400,1.58237400
42.83450460,-50.55811814,-4.56092837,-1.28974350,-0.00855887,1.58237400,1.58237400
42.93458522,-50.53040034,-4.65708910,-1.29138026,-0.02440522,1.58237400,1.58237400
43.03466584,-50.50291635,-4.75332125,-1.29462848,-0.03920889,1.58237400,1.58237400
43.13474646,-50.47582012,-4.84967314,-1.29922836,-0.03929349,1.58237400,1.58237400
43.23482707,-50.44921606,-4.94617772,-1.30249351,-0.00720952,1.58237400,1.58237400
43.33490769,-50.42274436,-5.04272377,-1.30067143,0.05032852,1.58237400,1.58237400
43.43498831,-50.39579141,-5.13912129,-1.29241969,0.11462342,1.58237400,1.58237400
43.53506893,-50.36774100,-5.23517945,-1.27772827,0.16599270,1.58237400,1.58237400
43.63514955,-50.33797876,-5.33070799,-1.25919439,0.16104150,1.58237400,1.58237400
43.73523017,-50.30638507,-5.42566979,-1.24549400,0.07804501,1.58237400,1.58237400
43.83531078,-50.27400281,-5.52038752,-1.24357280,-0.04387398,1.58237400,1.58237400
43.93539140,-50.24204163,-5.61523546,-1.25427587,-0.15212953,1.58237400,1.58237400
44.03547202,-50.21170654,-5.71058645,-1.27402324,-0.18829689,1.58237400,1.58237400
44.13555264,-50.18352084,-5.80660242,-1.29196561,-0.12946376,1.58237400,1.58237400
44.23563326,-50.15661645,-5.90301482,-1.29993686,-0.02544435,1.58237400,1.58237400
44.33571388,-50.12995562,-5.99950258,-1.29705858,0.08075121,1.58237400,1.58237400
44.43579449,-50.10250055,-6.09574463,-1.28377360,0.15827858,1.58237400,1.58237400
44.53587511,-50.07329894,-6.19144637,-1.26537734,0.17017582,1.58237400,1.58237400
44.63595573,-50.04232683,-6.28660036,-1.24971100,0.12779619,1.58237400,1.58237400
44.73603635,-50.01012964,-6.38137535,-1.23979750,0.07020361,1.58237400,1.58237400
44.83611697,-49.97726102,-6.47594262,-1.23565896,0.01328070,1.58237400,1.58237400
44.93619758,-49.94427177,-6.57047258,-1.23713922,-0.04181901,1.58237400,1.58237400
45.03627820,-49.91168647,-6.66512751,-1.24402950,-0.09553311,1.58237400,1.58237400
45.13635882,-49.88001568,-6.76006535,-1.25626125,-0.14586892,1.58237400,1.58237400
45.23643944,-49.84976981,-6.85544402,-1.27322681,-0.16653350,1.58237400,1.58237400
45.33652006,-49.82134260,-6.95138531,-1.28959480,-0.12602348,1.58237400,1.58237400
45.43660068,-49.79422629,-7.04773215,-1.29845182,-0.03998033,1.58237400,1.58237400
45.53668129,-49.76749325,-7.14419755,-1.29759731,0.05702348,1.58237400,1.58237400
45.63676191,-49.74021347,-7.24049381,-1.28703793,0.14048896,1.58237400,1.58237400
45.73684253,-49.71146078,-7.33633441,-1.26947687,0.17013300,1.58237400,1.58237400
45.83692315,-49.68082349,-7.43159198,-1.25298390,0.12940485,1.58237400,1.58237400
45.93700377,-49.64891740,-7.52645704,-1.24357503,0.05558013,1.58237400,1.58237400
46.03708439,-49.61648045,-7.62115786,-1.24185891,-0.01125125,1.58237400,1.58237400
46.13716500,-49.58424603,-7.71592133,-1.24582710,-0.04090637,1.58237400,1.58237400
46.23724562,-49.55256824,-7.81085701,-1.25004678,-0.02444178,1.58237400,1.58237400
46.33732624,-49.52114094,-7.90587018,-1.25071939,0.01253751,1.58237400,1.58237400
46.43740686,-49.48959180,-8.00084566,-1.24753726,0.03984430,1.58237400,1.58237400
46.53748748,-49.45755587,-8.09567054,-1.24274411,0.02819276,1.58237400,1.58237400
46.63756809,-49.42508979,-8.19036235,-1.24189416,-0.02935080,1.58237400,1.58237400
46.73764871,-49.39289124,-8.28513693,-1.24861900,-0.10602284,1.58237400,1.58237400
46.83772933,-49.36171162,-8.38022672,-1.26311582,-0.16481104,1.58237400,1.58237400
46.93780995,-49.33228516,-8.47585888,-1.28160778,-0.16173980,1.58237400,1.58237400
47.03789057,-49.30464085,-8.57204237,-1.29548986,-0.08948203,1.58237400,1.58237400
47.13797119,-49.27786917,-8.66849583,-1.29951862,0.01064490,1.58237400,1.58237400
47.23805180,-49.25099561,-8.76491776,-1.29335917,0.10806422,1.58237400,1.58237400
47.33813242,-49.22304562,-8.86100668,-1.27788835,0.16833872,1.58237400,1.58237400
47.43821304,-49.19321371,-8.95651341,-1.25966428,0.15624517,1.58237400,1.58237400
47.53829366,-49.16177964,-9.05152449,-1.24661412,0.09333009,1.58237400,1.58237400
47.63837428,-49.12945206,-9.14625914,-1.24098321,0.02204182,1.58237400,1.58237400
47.73845490,-49.09694071,-9.24093695,-1.24220220,-0.02792443,1.58237400,1.58237400
47.83853551,-49.06484637,-9.33574376,-1.24657260,-0.03843689,1.58237400,1.58237400
47.93861613,-49.03317111,-9.43068022,-1.24989578,-0.02262096,1.58237400,1.58237400
48.03869675,-49.00171240,-9.52568368,-1.25110044,-0.00256318,1.58237400,1.58237400
48.13877737,-48.97026754,-9.62069142,-1.25040883,0.00999990,1.58237400,1.58237400
48.23885799,-48.93867656,-9.71565395,-1.24909885,0.00935962,1.58237400,1.58237400
48.33893860,-48.90698115,-9.81058419,-1.24853540,0.00034872,1.58237400,1.58237400
48.43901922,-48.87528240,-9.90551338,-1.24902905,-0.00891402,1.58237400,1.58237400
48.53909984,-48.84368141,-10.00047281,-1.25031964,-0.01030411,1.58237400,1.58237400
48.63918046,-48.81222950,-10.09547836,-1.25109153,0.00148811,1.58237400,1.58237400
48.73926108,-48.78077614,-10.19048345,-1.25002178,0.02122426,1.58237400,1.58237400
48.83934170,-48.74911964,-10.28542572,-1.24684326,0.03777472,1.58237400,1.58237400
48.93942231,-48.71705831,-10.38024277,-1.24246074,0.02954292,1.58237400,1.58237400
49.03950293,-48.68456339,-10.47492571,-1.24092991,-0.01812651,1.58237400,1.58237400
49.13958355,-48.65220915,-10.56965217,-1.24608897,-0.08842150,1.58237400,1.58237400
49.23966417,-48.62070126,-10.66464040,-1.25862847,-0.15264229,1.58237400,1.58237400
49.33974479,-48.59074515,-10.76010860,-1.27664204,-0.16909830,1.58237400,1.58237400
49.43982541,-48.56268118,-10.85616205,-1.29247539,-0.11328940,1.58237400,1.58237400
49.53990602,-48.53575267,-10.95256679,-1.29931818,-0.01813110,1.58237400,1.58237400
49.63998664,-48.50899766,-11.04902535,-1.29610454,0.08117404,1.58237400,1.58237400
49.74006726,-48.48145421,-11.14524028,-1.28307029,0.15606855,1.58237400,1.58237400
49.84014788,-48.45220628,-11.24092830,-1.26486566,0.16625353,1.58237400,1.58237400
49.94022850,-48.42118228,-11.33606700,-1.24979278,0.11492548,1.58237400,1.58237400
50.04030911,-48.38905229,-11.43086309,-1.24186204,0.04373733,1.58237400,1.58237400
50.14038973,-48.35651163,-11.52553109,-1.24103826,-0.01445366,1.58237400,1.58237400
50.24047035,-48.32422483,-11.62027607,-1.24475510,-0.03856876,1.58237400,1.58237400
50.34055097,-48.29239591,-11.71516220,-1.24875823,-0.03194067,1.58237400,1.58237400
50.44063159,-48.26087445,-11.81014520,-1.25114838,-0.01570206,1.58237400,1.58237400
50.54071221,-48.22950093,-11.90517799,-1.25190117,-0.00092525,1.58237400,1.58237400
50.64079282,-48.19812049,-12.00021446,-1.25133358,0.00981565,1.58237400,1.58237400
50.74087344,-48.16663622,-12.09522029,-1.24993646,0.01710017,1.58237400,1.58237400
50.84095406,-48.13499020,-12.19016913,-1.24791079,0.02267896,1.58237400,1.58237400
50.94103468,-48.10312525,-12.28503480,-1.24539701,0.01981068,1.58237400,1.58237400
51.04111530,-48.07100973,-12.37980130,-1.24394546,-0.00202444,1.58237400,1.58237400
51.14119592,-48.03887505,-12.47455780,-1.24580222,-0.03928146,1.58237400,1.58237400
51.24127653,-48.00710747,-12.56945537,-1.25180808,-0.07719803,1.58237400,1.58237400
51.34135715,-47.97609524,-12.66464589,-1.26125428,-0.07717173,1.58237400,1.58237400
51.44143777,-47.94609359,-12.76022945,-1.26725487,0.00384583,1.58237400,1.58237400
51.54151839,-47.91620388,-12.85585717,-1.26048449,0.14758666,1.58237400,1.58237400
51.64159901,-47.88493509,-12.95094963,-1.23771375,0.30299876,1.58237400,1.58237400
51.74167962,-47.85079138,-13.04492554,-1.19983588,0.41268624,1.58237400,1.58237400
51.84176024,-47.81246377,-13.13726630,-1.15510996,0.42852437,1.58237400,1.58237400
51.94184086,-47.77001840,-13.22791468,-1.11406191,0.37588625,1.58237400,1.58237400
52.04192148,-47.72413525,-13.31701937,-1.07987210,0.30882974,1.58237400,1.58237400
52.14200210,-47.67549717,-13.40473004,-1.05224617,0.25826326,1.58237400,1.58237400
52.24208272,-47.62475064,-13.49118330,-1.02817781,0.24653388,1.58237400,1.58237400
52.34216333,-47.57202368,-13.57632940,-1.00289964,0.26890000,1.58237400,1.58237400
52.44224395,-47.51705770,-13.65997967,-0.97435445,0.30161716,1.58237400,1.58237400
52.54232457,-47.45958490,-13.74194211,-0.94252758,0.33583306,1.58237400,1.58237400
52.64240519,-47.39933747,-13.82202463,-0.90713369,0.37829096,1.58237400,1.58237400
52.74248581,-47.33604100,-13.89992857,-0.86680839,0.43444058,1.58237400,1.58237400
52.84256642,-47.26940202,-13.97504675,-0.82017553,0.49942077,1.58237400,1.58237400
52.94264704,-47.19912363,-14.04671644,-0.76684372,0.56694507,1.58237400,1.58237400
53.04272766,-47.12490892,-14.11427495,-0.70669510,0.63417964,1.58237400,1.58237400
53.14280828,-47.04646098,-14.17705956,-0.63990553,0.69534669,1.58237400,1.58237400
53.24288890,-46.96355832,-14.23438386,-0.56751365,0.74877398,1.58237400,1.58237400
53.34296952,-46.87651932,-14.28539164,-0.49003001,0.80394617,1.58237400,1.58237400
53.44305013,-46.78589784,-14.32915270,-0.40659479,0.86558107,1.58237400,1.58237400
53.54313075,-46.69224866,-14.36473650,-0.31677423,0.87947648,1.58237400,1.58237400
53.64321137,-46.59612860,-14.39136156,-0.23055769,0.75512418,1.58237400,1.58237400
53.74329199,-46.49812193,-14.41030420,-0.16562764,0.50412306,1.58237400,1.58237400
53.84337261,-46.39883300,-14.42434129,-0.12965179,0.22338850,1.58237400,1.58237400
53.94345323,-46.29886662,-14.43628374,-0.12091393,0.01073007,1.58237400,1.58237400
54.04353384,-46.19877200,-14.44865003,-0.12750404,-0.07016414,1.58237400,1.58237400
54.14361446,-46.09871543,-14.46194303,-0.13495807,-0.05742324,1.58237400,1.58237400
54.24369508,-45.99870179,-14.47581625,-0.13899795,-0.02326982,1.58237400,1.58237400
54.34377570,-45.89873541,-14.48992025,-0.13961578,0.01093936,1.58237400,1.58237400
54.44385632,-45.79882060,-14.50390557,-0.13680832,0.04523368,1.58237400,1.58237400
54.54393693,-45.69896169,-14.51742276,-0.13056175,0.07971424,1.58237400,1.58237400
54.64401755,-45.59916301,-14.53012235,-0.12085262,0.11446739,1.58237400,1.58237400
54.74409817,-45.49942888,-14.54165491,-0.10764982,0.14955240,1.58237400,1.58237400
54.84417879,-45.39976363,-14.55167096,-0.09091802,0.18498803,1.58237400,1.58237400
54.94425941,-45.30017157,-14.55982107,-0.07062239,0.22073796,1.58237400,1.58237400
55.04434003,-45.20065704,-14.56575577,-0.04673484,0.25669532,1.58237400,1.58237400
55.14442064,-45.10122436,-14.56912561,-0.01924193,0.29266719,1.58237400,1.58237400
55.24450126,-45.00187784,-14.56958114,0.01184579,0.32812493,1.58237400,1.58237400
55.34458188,-44.90262183,-14.56677290,0.04643596,0.35353337,1.58237400,1.58237400
55.44466250,-44.80346065,-14.56036082,0.08260946,0.34860919,1.58237400,1.58237400
55.54474312,-44.70439961,-14.55036052,0.11621400,0.31076640,1.58237400,1.58237400
55.64482374,-44.60544519,-14.53724449,0.14481285,0.26026561,1.58237400,1.58237400
55.74490435,-44.50660396,-14.52151525,0.16830909,0.20963293,1.58237400,1.58237400
55.84498497,-44.40788248,-14.50367531,0.18677323,0.15970044,1.58237400,1.58237400
55.94506559,-44.30928733,-14.48422718,0.20027493,0.11039271,1.58237400,1.58237400
56.04514621,-44.21082507,-14.46367338,0.20886958,0.06409096,1.58237400,1.58237400
56.14522683,-44.11250226,-14.44251643,0.21310345,0.04171868,1.58237400,1.58237400
56.24530744,-44.01433979,-14.42115612,0.21722004,0.06739498,1.58237400,1.58237400
56.34538806,-43.91646190,-14.39924988,0.22659331,0.12830110,1.58237400,1.58237400
56.44546868,-43.81903825,-14.37612881,0.24290094,0.19776220,1.58237400,1.58237400
56.54554930,-43.72223873,-14.35112263,0.26617764,0.26397790,1.58237400,1.58237400
56.64562992,-43.62623322,-14.32356104,0.29573909,0.28226309,1.58237400,1.58237400
56.74571054,-43.53115167,-14.29290342,0.32267577,0.18809289,1.58237400,1.58237400
56.84579115,-43.43664374,-14.26016958,0.33338799,-0.00119607,1.58237400,1.58237400
56.94587177,-43.34204133,-14.22741172,0.32243636,-0.20984181,1.58237400,1.58237400
57.04595239,-43.24667067,-14.19670043,0.29138580,-0.32195918,1.58237400,1.58237400
57.14603301,-43.14996504,-14.16980370,0.25799262,-0.21931417,1.58237400,1.58237400
57.24611363,-43.05243426,-14.14544664,0.24748760,0.05606043,1.58237400,1.58237400
57.34619425,-42.95521036,-14.12059553,0.26921374,0.38075113,1.58237400,1.58237400
57.44627486,-42.85943294,-14.09219529,0.32369922,0.65904359,1.58237400,1.58237400
57.54635548,-42.76623966,-14.05719588,0.40112872,0.70992137,1.58237400,1.58237400
57.64643610,-42.67604775,-14.01441717,0.46579796,0.43922220,1.58237400,1.58237400
57.74651672,-42.58748044,-13.96733526,0.48904398,0.00900476,1.58237400,1.58237400
57.84659734,-42.49888643,-13.92013887,0.46760036,-0.40823994,1.58237400,1.58237400
57.94667795,-42.40861441,-13.87701672,0.40733017,-0.63074998,1.58237400,1.58237400
58.04675857,-42.31547038,-13.84100205,0.34134866,-0.51436352,1.58237400,1.58237400
58.14683919,-42.22025051,-13.81009950,0.30437453,-0.18898187,1.58237400,1.58237400
58.24691981,-42.12429223,-13.78094613,0.30352182,0.14952047,1.58237400,1.58237400
58.34700043,-42.02893297,-13.75017898,0.33430273,0.36123526,1.58237400,1.58237400
58.44708105,-41.93518394,-13.71526134,0.37582712,0.36587135,1.58237400,1.58237400
58.54716166,-41.84283561,-13.67674828,0.40753599,0.24828128,1.58237400,1.58237400
58.64724228,-41.75139300,-13.63591790,0.42552340,0.11152426,1.58237400,1.58237400
58.74732290,-41.66036110,-13.59404829,0.42985883,-0.01180128,1.58237400,1.58237400
58.84740352,-41.56924669,-13.55241289,0.42316125,-0.08529231,1.58237400,1.58237400
58.94748414,-41.47774047,-13.51180151,0.41278661,-0.09547652,1.58237400,1.58237400
59.04756476,-41.38587481,-13.47210550,0.40405055,-0.07646108,1.58237400,1.58237400
59.14764537,-41.29371928,-13.43311846,0.39748207,-0.05462599,1.58237400,1.58237400
59.24772599,-41.20134342,-13.39463399,0.39311654,-0.02901601,1.58237400,1.58237400
59.34780661,-41.10882005,-13.35644025,0.39167419,0.00696774,1.58237400,1.58237400
59.44788723,-41.01629347,-13.31820589,0.39451122,0.05321994,1.58237400,1.58237400
59.54796785,-40.92397756,-13.27948325,0.40232676,0.10313692,1.58237400,1.58237400
59.64804846,-40.83208911,-13.23981983,0.41515523,0.15120839,1.58237400,1.58237400
59.74812908,-40.74084491,-13.19876313,0.43259281,0.17761040,1.58237400,1.58237400
59.84820970,-40.65042672,-13.15593487,0.45070595,0.15778564,1.58237400,1.58237400
59.94829032,-40.56071578,-13.11159395,0.46417538,0.10238294,1.58237400,1.58237400
60.04837094,-40.47144036,-13.06632358,0.47119904,0.03852642,1.58237400,1.58237400
60.14845156,-40.38232750,-13.02070954,0.47188688,-0.01405336,1.58237400,1.58237400
60.24853217,-40.29311412,-12.97531623,0.46838610,-0.03721996,1.58237400,1.58237400
60.34861279,-40.20370731,-12.93033894,0.46443689,-0.03287239,1.58237400,1.58237400
60.44869341,-40.11415780,-12.88566144,0.46180633,-0.01943361,1.58237400,1.58237400
60.54877403,-40.02452080,-12.84115772,0.46054703,-0.00614898,1.58237400,1.58237400
60.64885465,-39.93485153,-12.79670217,0.46057554,0.00574378,1.58237400,1.58237400
60.74893526,-39.84520391,-12.75218681,0.46169671,0.01605568,1.58237400,1.58237400
60.84901588,-39.75563010,-12.70752808,0.46378926,0.02570738,1.58237400,1.58237400
60.94909650,-39.66618213,-12.66264422,0.46684233,0.03105496,1.58237400,1.58237400
61.04917712,-39.57691169,-12.61745404,0.47000526,0.01808455,1.58237400,1.58237400
61.14925774,-39.48778406,-12.57202290,0.47046216,-0.02016923,1.58237400,1.58237400
61.24933836,-39.39856417,-12.52675586,0.46596816,-0.07098520,1.58237400,1.58237400
61.34941897,-39.30898870,-12.48210599,0.45625367,-0.11268053,1.58237400,1.58237400
61.44949959,-39.21879428,-12.43852634,0.44341389,-0.09174415,1.58237400,1.58237400
61.54958021,-39.12792658,-12.39610913,0.43789005,0.03359646,1.58237400,1.58237400
61.64966083,-39.03717438,-12.35349090,0.45013860,0.22221254,1.58237400,1.58237400
61.74974145,-38.94753904,-12.30894117,0.48236839,0.41126660,1.58237400,1.58237400
61.84982207,-38.86002193,-12.26072947,0.53245823,0.49723704,1.58237400,1.58237400
61.94990268,-38.77540059,-12.20751308,0.58189597,0.37457059,1.58237400,1.58237400
62.04998330,-38.69283974,-12.15074338,0.60743274,0.10135958,1.58237400,1.58237400
